Customer ID,recency_days,frequency,monetary_ocv,R,F,M,rfm_score,rfm_segment
CID2134264,188,1,185.0,2,1,2,212,Hibernating
CID2134267,187,1,0.0,2,1,1,211,Hibernating
CID2134331,221,1,0.0,2,1,1,211,Hibernating
CID2134412,54,1,344.0,4,1,3,413,Potential Loyalist
CID2134512,248,1,220.0,2,1,2,212,Hibernating
CID2134517,334,1,292.0,1,1,2,112,Lost
CID2134551,184,1,817.0,2,1,4,214,Hibernating
CID2134559,61,1,820.0,4,1,4,414,Potential Loyalist
CID2134575,204,1,0.0,2,1,1,211,Hibernating
CID2134611,288,1,0.0,1,1,1,111,Lost
CID2134614,237,1,174.0,2,1,2,212,Hibernating
CID2134736,9,1,0.0,4,1,1,411,Potential Loyalist
CID2134759,165,1,962.0,3,1,4,314,Potential Loyalist
CID2134840,315,1,0.0,1,1,1,111,Lost
CID2135018,231,1,0.0,2,1,1,211,Hibernating
CID2135026,304,1,0.0,1,1,1,111,Lost
CID2135037,303,1,0.0,1,1,1,111,Lost
CID2135171,314,1,1252.0,1,1,4,114,Lost
CID2135204,51,1,525.0,4,1,3,413,Potential Loyalist
CID2135267,88,1,0.0,4,1,1,411,Potential Loyalist
CID2135410,181,1,0.0,3,1,1,311,Potential Loyalist
CID2135411,347,1,143.0,1,1,2,112,Lost
CID2135600,355,1,774.0,1,1,4,114,Lost
CID2135817,231,1,0.0,2,1,1,211,Hibernating
CID2135895,27,1,205.0,4,1,2,412,Potential Loyalist
CID2135915,356,1,0.0,1,1,1,111,Lost
CID2136018,299,1,0.0,1,1,1,111,Lost
CID2136050,336,1,350.0,1,1,3,113,Lost
CID2136106,240,1,0.0,2,1,1,211,Hibernating
CID2136164,254,1,382.0,2,1,3,213,Hibernating
CID2136314,174,1,137.0,3,1,2,312,Potential Loyalist
CID2136339,363,1,770.0,1,1,4,114,Lost
CID2136410,64,1,0.0,4,1,1,411,Potential Loyalist
CID2136443,359,1,0.0,1,1,1,111,Lost
CID2136472,286,1,381.0,1,1,3,113,Lost
CID2136500,254,1,0.0,2,1,1,211,Hibernating
CID2136538,2,1,0.0,4,1,1,411,Potential Loyalist
CID2136556,28,1,479.0,4,1,3,413,Potential Loyalist
CID2136615,92,1,0.0,3,1,1,311,Potential Loyalist
CID2136624,283,1,0.0,1,1,1,111,Lost
CID2136654,287,1,342.0,1,1,3,113,Lost
CID2136696,10,1,0.0,4,1,1,411,Potential Loyalist
CID2136733,218,1,1118.0,2,1,4,214,Hibernating
CID2136913,224,1,0.0,2,1,1,211,Hibernating
CID2136936,24,1,836.0,4,1,4,414,Potential Loyalist
CID2136960,27,1,0.0,4,1,1,411,Potential Loyalist
CID2136964,100,1,0.0,3,1,1,311,Potential Loyalist
CID2137035,195,1,381.0,2,1,3,213,Hibernating
CID2137053,69,1,0.0,4,1,1,411,Potential Loyalist
CID2137062,157,1,117.0,3,1,2,312,Potential Loyalist
CID2137170,349,1,71.0,1,1,2,112,Lost
CID2137201,103,1,169.0,3,1,2,312,Potential Loyalist
CID2137303,351,1,194.0,1,1,2,112,Lost
CID2137402,29,1,545.0,4,1,3,413,Potential Loyalist
CID2137437,238,1,0.0,2,1,1,211,Hibernating
CID2137559,280,1,96.0,1,1,2,112,Lost
CID2137650,8,1,2135.0,4,1,4,414,Potential Loyalist
CID2137666,248,1,567.0,2,1,3,213,Hibernating
CID2137775,258,1,164.0,2,1,2,212,Hibernating
CID2137893,272,1,0.0,2,1,1,211,Hibernating
CID2137907,230,1,1653.0,2,1,4,214,Hibernating
CID2137996,135,1,607.0,3,1,4,314,Potential Loyalist
CID2138027,62,1,807.0,4,1,4,414,Potential Loyalist
CID2138058,80,1,453.0,4,1,3,413,Potential Loyalist
CID2138085,173,1,468.0,3,1,3,313,Potential Loyalist
CID2138108,203,1,221.0,2,1,2,212,Hibernating
CID2138132,130,1,793.0,3,1,4,314,Potential Loyalist
CID2138178,268,1,225.0,2,1,2,212,Hibernating
CID2138190,188,1,169.0,2,1,2,212,Hibernating
CID2138211,138,1,139.0,3,1,2,312,Potential Loyalist
CID2138281,107,1,1157.0,3,1,4,314,Potential Loyalist
CID2138286,132,1,248.0,3,1,2,312,Potential Loyalist
CID2138313,314,1,0.0,1,1,1,111,Lost
CID2138332,133,1,746.0,3,1,4,314,Potential Loyalist
CID2138625,126,1,0.0,3,1,1,311,Potential Loyalist
CID2138636,256,1,1291.0,2,1,4,214,Hibernating
CID2138660,33,1,0.0,4,1,1,411,Potential Loyalist
CID2138689,115,1,486.0,3,1,3,313,Potential Loyalist
CID2138729,330,1,0.0,1,1,1,111,Lost
CID2138794,54,1,0.0,4,1,1,411,Potential Loyalist
CID2138900,193,1,0.0,2,1,1,211,Hibernating
CID2139038,107,1,0.0,3,1,1,311,Potential Loyalist
CID2139138,149,1,269.0,3,1,2,312,Potential Loyalist
CID2139192,164,1,0.0,3,1,1,311,Potential Loyalist
CID2139231,99,1,1086.0,3,1,4,314,Potential Loyalist
CID2139257,255,1,514.0,2,1,3,213,Hibernating
CID2139419,219,1,598.0,2,1,4,214,Hibernating
CID2139427,181,1,0.0,3,1,1,311,Potential Loyalist
CID2139437,31,1,0.0,4,1,1,411,Potential Loyalist
CID2139490,110,1,0.0,3,1,1,311,Potential Loyalist
CID2139516,147,1,931.0,3,1,4,314,Potential Loyalist
CID2139609,190,1,702.0,2,1,4,214,Hibernating
CID2139737,217,1,0.0,2,1,1,211,Hibernating
CID2139798,90,1,436.0,4,1,3,413,Potential Loyalist
CID2139823,8,1,251.0,4,1,2,412,Potential Loyalist
CID2139876,326,1,250.0,1,1,2,112,Lost
CID2139955,8,1,688.0,4,1,4,414,Potential Loyalist
CID2140083,232,1,1471.0,2,1,4,214,Hibernating
CID2140121,306,1,420.0,1,1,3,113,Lost
CID2140209,159,1,0.0,3,1,1,311,Potential Loyalist
CID2140298,210,1,0.0,2,1,1,211,Hibernating
CID2140472,249,1,0.0,2,1,1,211,Hibernating
CID2140502,267,1,0.0,2,1,1,211,Hibernating
CID2140552,338,1,152.0,1,1,2,112,Lost
CID2140553,143,1,0.0,3,1,1,311,Potential Loyalist
CID2140587,325,1,75.0,1,1,2,112,Lost
CID2140825,129,2,333.0,3,4,3,343,Loyal
CID2140845,338,1,0.0,1,1,1,111,Lost
CID2140902,51,1,399.0,4,1,3,413,Potential Loyalist
CID2140905,287,1,138.0,1,1,2,112,Lost
CID2140931,175,1,419.0,3,1,3,313,Potential Loyalist
CID2141001,295,1,812.0,1,1,4,114,Lost
CID2141024,283,1,152.0,1,1,2,112,Lost
CID2141043,168,1,139.0,3,1,2,312,Potential Loyalist
CID2141116,224,1,0.0,2,1,1,211,Hibernating
CID2141135,12,1,405.0,4,1,3,413,Potential Loyalist
CID2141186,166,1,347.0,3,1,3,313,Potential Loyalist
CID2141190,261,1,235.0,2,1,2,212,Hibernating
CID2141297,187,1,66.0,2,1,2,212,Hibernating
CID2141302,38,1,283.0,4,1,2,412,Potential Loyalist
CID2141467,157,1,163.0,3,1,2,312,Potential Loyalist
CID2141482,295,1,1678.0,1,1,4,114,Lost
CID2141546,64,1,0.0,4,1,1,411,Potential Loyalist
CID2141550,278,1,361.0,1,1,3,113,Lost
CID2141602,269,1,261.0,2,1,2,212,Hibernating
CID2141708,303,1,309.0,1,1,3,113,Lost
CID2141715,225,1,0.0,2,1,1,211,Hibernating
CID2141778,201,1,0.0,2,1,1,211,Hibernating
CID2141827,271,1,830.0,2,1,4,214,Hibernating
CID2141994,317,1,1229.0,1,1,4,114,Lost
CID2142019,21,1,754.0,4,1,4,414,Potential Loyalist
CID2142030,194,1,0.0,2,1,1,211,Hibernating
CID2142047,174,1,273.0,3,1,2,312,Potential Loyalist
CID2142146,273,1,0.0,2,1,1,211,Hibernating
CID2142207,101,1,730.0,3,1,4,314,Potential Loyalist
CID2142280,233,1,0.0,2,1,1,211,Hibernating
CID2142282,244,1,132.0,2,1,2,212,Hibernating
CID2142286,348,1,464.0,1,1,3,113,Lost
CID2142290,15,1,0.0,4,1,1,411,Potential Loyalist
CID2142419,151,1,0.0,3,1,1,311,Potential Loyalist
CID2142431,110,1,417.0,3,1,3,313,Potential Loyalist
CID2142484,126,1,249.0,3,1,2,312,Potential Loyalist
CID2142501,333,1,444.0,1,1,3,113,Lost
CID2142752,344,1,0.0,1,1,1,111,Lost
CID2142814,307,1,0.0,1,1,1,111,Lost
CID2142858,101,1,498.0,3,1,3,313,Potential Loyalist
CID2142881,227,1,0.0,2,1,1,211,Hibernating
CID2142916,36,1,76.0,4,1,2,412,Potential Loyalist
CID2143028,312,1,409.0,1,1,3,113,Lost
CID2143056,213,1,0.0,2,1,1,211,Hibernating
CID2143152,297,1,0.0,1,1,1,111,Lost
CID2143165,219,1,0.0,2,1,1,211,Hibernating
CID2143176,52,1,641.0,4,1,4,414,Potential Loyalist
CID2143244,244,1,154.0,2,1,2,212,Hibernating
CID2143262,97,1,0.0,3,1,1,311,Potential Loyalist
CID2143490,23,1,174.0,4,1,2,412,Potential Loyalist
CID2143521,148,1,0.0,3,1,1,311,Potential Loyalist
CID2143740,9,1,0.0,4,1,1,411,Potential Loyalist
CID2143744,36,1,0.0,4,1,1,411,Potential Loyalist
CID2143752,230,1,300.0,2,1,3,213,Hibernating
CID2143783,312,1,246.0,1,1,2,112,Lost
CID2143905,259,1,0.0,2,1,1,211,Hibernating
CID2143982,148,1,716.0,3,1,4,314,Potential Loyalist
CID2144044,5,1,610.0,4,1,4,414,Potential Loyalist
CID2144069,53,1,0.0,4,1,1,411,Potential Loyalist
CID2144150,47,1,297.0,4,1,3,413,Potential Loyalist
CID2144221,44,1,832.0,4,1,4,414,Potential Loyalist
CID2144252,186,1,0.0,2,1,1,211,Hibernating
CID2144261,97,1,0.0,3,1,1,311,Potential Loyalist
CID2144279,349,1,312.0,1,1,3,113,Lost
CID2144296,16,1,646.0,4,1,4,414,Potential Loyalist
CID2144311,148,1,671.0,3,1,4,314,Potential Loyalist
CID2144543,89,1,185.0,4,1,2,412,Potential Loyalist
CID2144738,29,1,310.0,4,1,3,413,Potential Loyalist
CID2144800,129,1,764.0,3,1,4,314,Potential Loyalist
CID2144854,303,1,163.0,1,1,2,112,Lost
CID2144856,293,1,0.0,1,1,1,111,Lost
CID2144926,120,1,160.0,3,1,2,312,Potential Loyalist
CID2144958,316,1,0.0,1,1,1,111,Lost
CID2145017,109,1,840.0,3,1,4,314,Potential Loyalist
CID2145028,175,1,901.0,3,1,4,314,Potential Loyalist
CID2145140,259,1,115.0,2,1,2,212,Hibernating
CID2145195,296,1,375.0,1,1,3,113,Lost
CID2145241,233,1,316.0,2,1,3,213,Hibernating
CID2145251,150,1,0.0,3,1,1,311,Potential Loyalist
CID2145308,286,1,417.0,1,1,3,113,Lost
CID2145414,242,1,0.0,2,1,1,211,Hibernating
CID2145453,358,1,1179.0,1,1,4,114,Lost
CID2145490,364,1,0.0,1,1,1,111,Lost
CID2145553,34,1,91.0,4,1,2,412,Potential Loyalist
CID2145618,336,1,495.0,1,1,3,113,Lost
CID2145657,317,1,417.0,1,1,3,113,Lost
CID2145694,12,1,0.0,4,1,1,411,Potential Loyalist
CID2145756,135,1,179.0,3,1,2,312,Potential Loyalist
CID2145793,167,1,0.0,3,1,1,311,Potential Loyalist
CID2145867,292,1,283.0,1,1,2,112,Lost
CID2145922,229,1,917.0,2,1,4,214,Hibernating
CID2145949,309,1,1439.0,1,1,4,114,Lost
CID2146007,95,1,468.0,3,1,3,313,Potential Loyalist
CID2146062,274,1,912.0,1,1,4,114,Lost
CID2146069,322,1,345.0,1,1,3,113,Lost
CID2146088,38,1,87.0,4,1,2,412,Potential Loyalist
CID2146097,237,1,0.0,2,1,1,211,Hibernating
CID2146151,290,1,373.0,1,1,3,113,Lost
CID2146173,26,1,86.0,4,1,2,412,Potential Loyalist
CID2146271,29,1,857.0,4,1,4,414,Potential Loyalist
CID2146456,9,1,807.0,4,1,4,414,Potential Loyalist
CID2146576,13,1,426.0,4,1,3,413,Potential Loyalist
CID2146654,297,1,0.0,1,1,1,111,Lost
CID2146689,269,1,52.0,2,1,2,212,Hibernating
CID2146742,295,1,177.0,1,1,2,112,Lost
CID2146877,68,1,0.0,4,1,1,411,Potential Loyalist
CID2146990,294,1,84.0,1,1,2,112,Lost
CID2147003,222,1,355.0,2,1,3,213,Hibernating
CID2147033,251,1,0.0,2,1,1,211,Hibernating
CID2147150,320,1,674.0,1,1,4,114,Lost
CID2147161,354,1,476.0,1,1,3,113,Lost
CID2147178,211,1,324.0,2,1,3,213,Hibernating
CID2147268,218,1,464.0,2,1,3,213,Hibernating
CID2147298,132,1,499.0,3,1,3,313,Potential Loyalist
CID2147307,112,1,70.0,3,1,2,312,Potential Loyalist
CID2147405,94,1,0.0,3,1,1,311,Potential Loyalist
CID2147486,324,1,83.0,1,1,2,112,Lost
CID2147642,300,1,692.0,1,1,4,114,Lost
CID2147662,251,1,543.0,2,1,3,213,Hibernating
CID2147671,64,1,0.0,4,1,1,411,Potential Loyalist
CID2147720,325,1,0.0,1,1,1,111,Lost
CID2147769,93,1,0.0,3,1,1,311,Potential Loyalist
CID2147819,69,1,685.0,4,1,4,414,Potential Loyalist
CID2147842,138,1,0.0,3,1,1,311,Potential Loyalist
CID2147853,312,1,0.0,1,1,1,111,Lost
CID2147854,14,1,0.0,4,1,1,411,Potential Loyalist
CID2147863,336,1,249.0,1,1,2,112,Lost
CID2147899,14,1,0.0,4,1,1,411,Potential Loyalist
CID2147914,53,1,0.0,4,1,1,411,Potential Loyalist
CID2147982,128,1,480.0,3,1,3,313,Potential Loyalist
CID2148031,357,1,976.0,1,1,4,114,Lost
CID2148160,282,1,0.0,1,1,1,111,Lost
CID2148253,144,1,133.0,3,1,2,312,Potential Loyalist
CID2148338,302,1,0.0,1,1,1,111,Lost
CID2148433,301,1,889.0,1,1,4,114,Lost
CID2148490,150,1,0.0,3,1,1,311,Potential Loyalist
CID2148527,74,1,279.0,4,1,2,412,Potential Loyalist
CID2148629,218,2,397.0,2,4,3,243,At Risk
CID2148642,296,1,744.0,1,1,4,114,Lost
CID2148703,282,1,66.0,1,1,2,112,Lost
CID2148756,183,1,0.0,2,1,1,211,Hibernating
CID2148819,130,1,293.0,3,1,2,312,Potential Loyalist
CID2148894,359,1,0.0,1,1,1,111,Lost
CID2148956,235,1,0.0,2,1,1,211,Hibernating
CID2149030,109,1,269.0,3,1,2,312,Potential Loyalist
CID2149061,214,1,0.0,2,1,1,211,Hibernating
CID2149119,89,1,752.0,4,1,4,414,Potential Loyalist
CID2149133,341,1,758.0,1,1,4,114,Lost
CID2149169,277,1,861.0,1,1,4,114,Lost
CID2149174,3,1,0.0,4,1,1,411,Potential Loyalist
CID2149184,57,1,1521.0,4,1,4,414,Potential Loyalist
CID2149203,209,1,0.0,2,1,1,211,Hibernating
CID2149249,245,1,738.0,2,1,4,214,Hibernating
CID2149367,348,1,643.0,1,1,4,114,Lost
CID2149434,284,1,0.0,1,1,1,111,Lost
CID2149595,79,1,0.0,4,1,1,411,Potential Loyalist
CID2149687,234,1,369.0,2,1,3,213,Hibernating
CID2149706,24,1,0.0,4,1,1,411,Potential Loyalist
CID2149772,101,1,1691.0,3,1,4,314,Potential Loyalist
CID2149911,219,1,1480.0,2,1,4,214,Hibernating
CID2149939,249,1,774.0,2,1,4,214,Hibernating
CID2149989,84,1,347.0,4,1,3,413,Potential Loyalist
CID2150049,352,1,0.0,1,1,1,111,Lost
CID2150053,125,1,0.0,3,1,1,311,Potential Loyalist
CID2150071,330,1,711.0,1,1,4,114,Lost
CID2150073,155,1,0.0,3,1,1,311,Potential Loyalist
CID2150162,223,1,575.0,2,1,4,214,Hibernating
CID2150245,356,1,415.0,1,1,3,113,Lost
CID2150302,29,1,565.0,4,1,3,413,Potential Loyalist
CID2150380,267,1,387.0,2,1,3,213,Hibernating
CID2150515,272,1,0.0,2,1,1,211,Hibernating
CID2150522,50,1,0.0,4,1,1,411,Potential Loyalist
CID2150526,346,1,656.0,1,1,4,114,Lost
CID2150543,143,1,985.0,3,1,4,314,Potential Loyalist
CID2150588,353,1,273.0,1,1,2,112,Lost
CID2150623,106,1,1157.0,3,1,4,314,Potential Loyalist
CID2150646,350,1,855.0,1,1,4,114,Lost
CID2150685,300,1,0.0,1,1,1,111,Lost
CID2150855,284,1,351.0,1,1,3,113,Lost
CID2150872,73,1,0.0,4,1,1,411,Potential Loyalist
CID2150922,308,1,0.0,1,1,1,111,Lost
CID2150970,340,1,482.0,1,1,3,113,Lost
CID2151092,69,1,304.0,4,1,3,413,Potential Loyalist
CID2151150,260,1,0.0,2,1,1,211,Hibernating
CID2151184,185,1,0.0,2,1,1,211,Hibernating
CID2151220,341,1,631.0,1,1,4,114,Lost
CID2151282,1,1,0.0,4,1,1,411,Potential Loyalist
CID2151435,309,1,146.0,1,1,2,112,Lost
CID2151480,362,1,443.0,1,1,3,113,Lost
CID2151505,157,1,315.0,3,1,3,313,Potential Loyalist
CID2151679,13,1,885.0,4,1,4,414,Potential Loyalist
CID2151700,218,1,0.0,2,1,1,211,Hibernating
CID2151783,68,1,245.0,4,1,2,412,Potential Loyalist
CID2151935,48,1,470.0,4,1,3,413,Potential Loyalist
CID2151947,10,1,0.0,4,1,1,411,Potential Loyalist
CID2152148,307,1,0.0,1,1,1,111,Lost
CID2152200,327,1,0.0,1,1,1,111,Lost
CID2152298,329,1,0.0,1,1,1,111,Lost
CID2152303,229,1,0.0,2,1,1,211,Hibernating
CID2152323,356,1,0.0,1,1,1,111,Lost
CID2152450,173,1,0.0,3,1,1,311,Potential Loyalist
CID2152531,263,1,114.0,2,1,2,212,Hibernating
CID2152560,269,1,0.0,2,1,1,211,Hibernating
CID2152645,282,1,774.0,1,1,4,114,Lost
CID2152663,50,1,161.0,4,1,2,412,Potential Loyalist
CID2152677,8,1,0.0,4,1,1,411,Potential Loyalist
CID2152755,130,1,840.0,3,1,4,314,Potential Loyalist
CID2152821,211,1,1137.0,2,1,4,214,Hibernating
CID2152827,108,2,0.0,3,4,1,341,Loyal
CID2152833,67,1,625.0,4,1,4,414,Potential Loyalist
CID2152880,116,1,228.0,3,1,2,312,Potential Loyalist
CID2152884,75,1,356.0,4,1,3,413,Potential Loyalist
CID2153168,17,1,67.0,4,1,2,412,Potential Loyalist
CID2153233,24,1,0.0,4,1,1,411,Potential Loyalist
CID2153330,330,1,0.0,1,1,1,111,Lost
CID2153338,80,1,0.0,4,1,1,411,Potential Loyalist
CID2153400,362,1,158.0,1,1,2,112,Lost
CID2153516,205,1,689.0,2,1,4,214,Hibernating
CID2153523,151,1,0.0,3,1,1,311,Potential Loyalist
CID2153667,110,1,237.0,3,1,2,312,Potential Loyalist
CID2153703,108,1,92.0,3,1,2,312,Potential Loyalist
CID2153842,86,1,0.0,4,1,1,411,Potential Loyalist
CID2153866,200,1,187.0,2,1,2,212,Hibernating
CID2153886,313,1,0.0,1,1,1,111,Lost
CID2154041,233,1,670.0,2,1,4,214,Hibernating
CID2154074,89,1,663.0,4,1,4,414,Potential Loyalist
CID2154115,296,1,1131.0,1,1,4,114,Lost
CID2154148,47,1,625.0,4,1,4,414,Potential Loyalist
CID2154213,84,1,0.0,4,1,1,411,Potential Loyalist
CID2154269,265,1,80.0,2,1,2,212,Hibernating
CID2154426,187,1,306.0,2,1,3,213,Hibernating
CID2154442,259,1,111.0,2,1,2,212,Hibernating
CID2154514,318,1,261.0,1,1,2,112,Lost
CID2154531,261,1,78.0,2,1,2,212,Hibernating
CID2154546,17,1,0.0,4,1,1,411,Potential Loyalist
CID2154629,305,1,0.0,1,1,1,111,Lost
CID2154659,149,1,1762.0,3,1,4,314,Potential Loyalist
CID2154693,315,1,302.0,1,1,3,113,Lost
CID2154831,274,1,0.0,1,1,1,111,Lost
CID2154880,163,1,326.0,3,1,3,313,Potential Loyalist
CID2154900,76,1,0.0,4,1,1,411,Potential Loyalist
CID2154910,134,1,0.0,3,1,1,311,Potential Loyalist
CID2154950,223,1,323.0,2,1,3,213,Hibernating
CID2155254,195,1,973.0,2,1,4,214,Hibernating
CID2155272,267,1,584.0,2,1,4,214,Hibernating
CID2155317,183,1,656.0,2,1,4,214,Hibernating
CID2155404,114,1,346.0,3,1,3,313,Potential Loyalist
CID2155504,26,1,369.0,4,1,3,413,Potential Loyalist
CID2155572,66,1,0.0,4,1,1,411,Potential Loyalist
CID2155606,269,1,432.0,2,1,3,213,Hibernating
CID2155880,144,1,763.0,3,1,4,314,Potential Loyalist
CID2156004,154,1,446.0,3,1,3,313,Potential Loyalist
CID2156076,28,1,891.0,4,1,4,414,Potential Loyalist
CID2156077,127,1,0.0,3,1,1,311,Potential Loyalist
CID2156147,291,1,1182.0,1,1,4,114,Lost
CID2156245,282,1,0.0,1,1,1,111,Lost
CID2156247,272,1,529.0,2,1,3,213,Hibernating
CID2156257,333,1,0.0,1,1,1,111,Lost
CID2156287,216,1,395.0,2,1,3,213,Hibernating
CID2156311,201,1,710.0,2,1,4,214,Hibernating
CID2156476,122,1,390.0,3,1,3,313,Potential Loyalist
CID2156627,263,1,922.0,2,1,4,214,Hibernating
CID2156756,270,1,672.0,2,1,4,214,Hibernating
CID2156771,334,1,210.0,1,1,2,112,Lost
CID2156853,176,1,0.0,3,1,1,311,Potential Loyalist
CID2156932,87,1,291.0,4,1,2,412,Potential Loyalist
CID2156977,169,1,148.0,3,1,2,312,Potential Loyalist
CID2157010,112,1,233.0,3,1,2,312,Potential Loyalist
CID2157021,343,1,0.0,1,1,1,111,Lost
CID2157190,210,1,285.0,2,1,2,212,Hibernating
CID2157279,259,1,0.0,2,1,1,211,Hibernating
CID2157289,55,1,231.0,4,1,2,412,Potential Loyalist
CID2157327,171,1,177.0,3,1,2,312,Potential Loyalist
CID2157481,152,1,0.0,3,1,1,311,Potential Loyalist
CID2157534,103,1,80.0,3,1,2,312,Potential Loyalist
CID2157640,81,2,631.0,4,4,4,444,Champion
CID2157719,328,1,0.0,1,1,1,111,Lost
CID2157754,22,1,510.0,4,1,3,413,Potential Loyalist
CID2157760,314,1,197.0,1,1,2,112,Lost
CID2157765,327,1,0.0,1,1,1,111,Lost
CID2157766,213,1,398.0,2,1,3,213,Hibernating
CID2157880,337,1,0.0,1,1,1,111,Lost
CID2158001,335,1,382.0,1,1,3,113,Lost
CID2158083,265,1,704.0,2,1,4,214,Hibernating
CID2158170,166,1,440.0,3,1,3,313,Potential Loyalist
CID2158186,72,1,613.0,4,1,4,414,Potential Loyalist
CID2158306,174,1,356.0,3,1,3,313,Potential Loyalist
CID2158495,265,1,470.0,2,1,3,213,Hibernating
CID2158596,321,1,0.0,1,1,1,111,Lost
CID2158784,315,1,356.0,1,1,3,113,Lost
CID2158879,166,1,102.0,3,1,2,312,Potential Loyalist
CID2158972,351,1,1571.0,1,1,4,114,Lost
CID2158979,326,1,721.0,1,1,4,114,Lost
CID2159210,27,1,469.0,4,1,3,413,Potential Loyalist
CID2159226,359,1,0.0,1,1,1,111,Lost
CID2159313,343,1,0.0,1,1,1,111,Lost
CID2159361,152,1,0.0,3,1,1,311,Potential Loyalist
CID2159615,264,1,0.0,2,1,1,211,Hibernating
CID2159691,149,1,311.0,3,1,3,313,Potential Loyalist
CID2159752,186,1,0.0,2,1,1,211,Hibernating
CID2159755,162,1,0.0,3,1,1,311,Potential Loyalist
CID2159773,48,1,711.0,4,1,4,414,Potential Loyalist
CID2159855,87,1,398.0,4,1,3,413,Potential Loyalist
CID2159868,352,1,97.0,1,1,2,112,Lost
CID2160013,173,1,470.0,3,1,3,313,Potential Loyalist
CID2160055,7,1,277.0,4,1,2,412,Potential Loyalist
CID2160088,151,1,483.0,3,1,3,313,Potential Loyalist
CID2160217,276,1,85.0,1,1,2,112,Lost
CID2160225,336,1,271.0,1,1,2,112,Lost
CID2160238,289,1,0.0,1,1,1,111,Lost
CID2160328,217,1,176.0,2,1,2,212,Hibernating
CID2160354,246,1,0.0,2,1,1,211,Hibernating
CID2160383,176,1,1088.0,3,1,4,314,Potential Loyalist
CID2160442,12,1,532.0,4,1,3,413,Potential Loyalist
CID2160466,267,1,0.0,2,1,1,211,Hibernating
CID2160537,88,1,209.0,4,1,2,412,Potential Loyalist
CID2160567,169,1,0.0,3,1,1,311,Potential Loyalist
CID2160603,69,1,0.0,4,1,1,411,Potential Loyalist
CID2160750,134,1,0.0,3,1,1,311,Potential Loyalist
CID2160918,127,1,1288.0,3,1,4,314,Potential Loyalist
CID2160956,142,1,282.0,3,1,2,312,Potential Loyalist
CID2161024,144,1,54.0,3,1,2,312,Potential Loyalist
CID2161082,137,1,705.0,3,1,4,314,Potential Loyalist
CID2161150,310,1,0.0,1,1,1,111,Lost
CID2161236,343,1,417.0,1,1,3,113,Lost
CID2161257,151,1,0.0,3,1,1,311,Potential Loyalist
CID2161274,73,1,414.0,4,1,3,413,Potential Loyalist
CID2161392,296,1,647.0,1,1,4,114,Lost
CID2161447,110,1,562.0,3,1,3,313,Potential Loyalist
CID2161476,225,1,626.0,2,1,4,214,Hibernating
CID2161513,90,1,125.0,4,1,2,412,Potential Loyalist
CID2161652,211,1,569.0,2,1,3,213,Hibernating
CID2161672,170,1,562.0,3,1,3,313,Potential Loyalist
CID2161730,18,1,780.0,4,1,4,414,Potential Loyalist
CID2161799,240,1,1224.0,2,1,4,214,Hibernating
CID2161809,360,1,248.0,1,1,2,112,Lost
CID2161927,165,1,405.0,3,1,3,313,Potential Loyalist
CID2162001,109,1,380.0,3,1,3,313,Potential Loyalist
CID2162014,143,1,51.0,3,1,2,312,Potential Loyalist
CID2162086,282,1,409.0,1,1,3,113,Lost
CID2162160,104,1,0.0,3,1,1,311,Potential Loyalist
CID2162192,4,1,126.0,4,1,2,412,Potential Loyalist
CID2162193,130,1,82.0,3,1,2,312,Potential Loyalist
CID2162296,60,1,309.0,4,1,3,413,Potential Loyalist
CID2162388,288,1,0.0,1,1,1,111,Lost
CID2162506,38,1,1628.0,4,1,4,414,Potential Loyalist
CID2162646,178,1,299.0,3,1,3,313,Potential Loyalist
CID2162656,159,1,641.0,3,1,4,314,Potential Loyalist
CID2162679,52,1,136.0,4,1,2,412,Potential Loyalist
CID2162742,165,1,0.0,3,1,1,311,Potential Loyalist
CID2162795,199,1,155.0,2,1,2,212,Hibernating
CID2162796,143,1,0.0,3,1,1,311,Potential Loyalist
CID2162807,319,1,0.0,1,1,1,111,Lost
CID2162925,120,1,635.0,3,1,4,314,Potential Loyalist
CID2162927,55,1,0.0,4,1,1,411,Potential Loyalist
CID2163228,105,1,512.0,3,1,3,313,Potential Loyalist
CID2163243,106,1,1191.0,3,1,4,314,Potential Loyalist
CID2163276,160,1,283.0,3,1,2,312,Potential Loyalist
CID2163362,39,1,431.0,4,1,3,413,Potential Loyalist
CID2163378,30,1,334.0,4,1,3,413,Potential Loyalist
CID2163379,124,1,0.0,3,1,1,311,Potential Loyalist
CID2163570,337,1,0.0,1,1,1,111,Lost
CID2163804,189,1,0.0,2,1,1,211,Hibernating
CID2163818,195,1,848.0,2,1,4,214,Hibernating
CID2163862,286,1,470.0,1,1,3,113,Lost
CID2163910,249,1,577.0,2,1,4,214,Hibernating
CID2163971,195,1,248.0,2,1,2,212,Hibernating
CID2164043,72,1,289.0,4,1,2,412,Potential Loyalist
CID2164052,257,1,666.0,2,1,4,214,Hibernating
CID2164206,339,1,393.0,1,1,3,113,Lost
CID2164231,86,1,0.0,4,1,1,411,Potential Loyalist
CID2164246,141,1,1197.0,3,1,4,314,Potential Loyalist
CID2164313,240,1,168.0,2,1,2,212,Hibernating
CID2164322,36,1,708.0,4,1,4,414,Potential Loyalist
CID2164423,338,1,0.0,1,1,1,111,Lost
CID2164450,298,1,399.0,1,1,3,113,Lost
